Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000"
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2017,422.3959
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,120.2186
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,122.0535
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,120.5598
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,122.3203
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,124.8274
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,126.6152
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,128.5515
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,129.5561
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,133.3003
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,133.8118
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,130.2596
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,132.4289
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,133.1545
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,132.7433
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,135.4777
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,137.6388
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,134.6379
Female,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,133.5379
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,844.3566
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,844.8253
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,831.126
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,801.7453
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,797.201
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,795.317
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,799.6487
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,804.6629
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,806.1048
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,804.1756
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,781.979
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,784.521
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,789.0277
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,790.9557
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,803.4941
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,808.376
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,796.9492
Female,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,782.4449
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,1803.6353
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,1798.9949
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,1791.2191
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,1756.1524
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2004,1763.7468
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2005,1764.6598
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2006,1773.1531
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2007,1781.9401
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2008,1795.4536
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2009,1792.1874
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2010,1748.8185
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2011,1747.2145
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2012,1739.88
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2013,1731.7764
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2014,1722.5861
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2015,1716.151
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2016,1691.4822
Female,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2017,1649.0988
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2000,15.7968
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2001,16.1472
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2002,15.1952
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2003,15.4723
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2004,15.3002
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2005,15.2726
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2006,15.1708
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2007,16.4058
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2008,16.1666
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2009,16.7526
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2010,16.5119
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2011,17.5761
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2012,15.7211
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2013,16.5401
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2014,16.8578
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2015,17.8017
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2016,16.8354
Female,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2017,16.0422
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2000,82.6434
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2001,85.4473
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2002,85.0096
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2003,85.3361
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2004,87.6362
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2005,90.6287
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2006,89.9143
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2007,92.2731
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2008,96.3702
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2009,95.1296
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2010,93.4431
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2011,95.092
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2012,97.8544
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2013,96.1742
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2014,99.2817
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2015,101.9473
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2016,100.7604
Female,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2017,97.0115
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,595.1686
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,596.2461
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,587.1141
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,576.2317
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,577.3939
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,577.2455
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,584.8991
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,586.1377
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,591.1475
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,592.4488
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,575.1787
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,578.9204
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,580.9556
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,582.3118
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,591.1551
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,594.9293
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,584.2149
Female,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,579.3779
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,1613.2862
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,1603.1344
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,1586.6242
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,1552.4065
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,1542.0095
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,1551.2799
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,1568.1212
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,1589.3511
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,1592.6965
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,1586.6
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,1557.9263
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2011,1561.6104
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2012,1552.424
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2013,1549.453
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2014,1537.2853
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2015,1546.316
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2016,1522.5986
Female,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2017,1496.7258
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2000,2011.9186
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2001,2013.3087
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2002,2015.0902
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2003,1979.0947
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2004,2006.3755
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2005,1998.1437
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2006,1997.5025
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2007,1992.6743
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2008,2017.3137
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2009,2017.1447
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2010,1957.696
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2011,1950.3057
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2012,1944.9975
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2013,1931.2779
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2014,1925.3455
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2015,1901.9873
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2016,1876.2775
Female,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2017,1815.828
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2000,17.0559
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2001,17.4886
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2002,16.9449
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2003,17.0492
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2004,17.0464
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2005,17.101
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2006,16.8881
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2007,17.9358
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2008,17.8425
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2009,18.5796
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2010,17.8308
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2011,19.4018
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2012,18.44
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2013,18.2942
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2014,19.0269
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2015,20.213
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2016,19.2551
Female,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2017,18.2469
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2000,583.462
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2001,584.5306
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2002,581.2997
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2003,561.3799
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2004,560.5746
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2005,554.4719
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2006,562.5039
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2007,569.3816
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2008,554.7567
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2009,546.0462
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2010,529.3069
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2011,525.2886
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2012,498.7008
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2013,491.0294
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2014,482.2526
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2015,481.0702
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2016,478.3223
Male,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2017,469.8581
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,76.1507
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,77.0602
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,76.9727
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,75.7944
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,77.4643
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,78.4705
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,77.57
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,79.0612
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,79.8563
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,79.2908
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,77.8679
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,77.691
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,77.3268
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,76.0711
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,75.9931
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,75.7131
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,75.4283
Male,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,74.3045
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,983.4981
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,988.0753
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,989.9178
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,946.9126
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,947.4518
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,934.3228
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,960.1499
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,979.7925
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,957.4097
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,947.362
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,910.7689
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,911.1103
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,854.3777
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,841.298
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,835.6862
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,830.6798
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,829.1565
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,813.8233
Male,All Races (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,3013.529
Male,All Races (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,3011.3445
